DRV-501:Crown Victoria:12669397.00
MSD-713:Ford Mustang 65:6824772.50
OWM-778:Sedan:8230074.50
NSX-192:Caprice Classic:11848323.00
ARH-946:Mitsubish Eclipse:7496635.50
JKR-578:Ford pickup F100:5289690.50
TNA-433:Volvo Wagon:8290514.50
BGA-047:Ford Mustang 65:11994806.00
JZM-867:Mazda Miata:13212431.00
DNP-836:Camión Ford 350:6526696.00
CEQ-449:Chevy Pickup:7563810.50
FHN-692:Jeep Cherokee:6620017.00
FQF-830:Ford Mustang 65:13849720.00
OMJ-905:BMW 5 Series:5906756.50
RSP-168:Sedan:11790506.00
DFN-146:Caprice Classic:10056449.00
ITN-674:Jeep Cherokee:6889728.00
WOH-903:Chevy Van:6275969.00
CTW-765:Chevy Van:11345182.00
UEX-283:BMW 5 Series:13928800.00
DLX-980:Caprice Classic:7556485.00
QOR-797:Mazda Miata:9370589.00
NIU-184:Bus Escolar:13813187.00
PUW-417:Ford pickup F100:11731719.00
FOF-064:Ford pickup F100:12555474.00
AKA-924:Chevy Van:14716576.00
TUW-627:Volvo Wagon:8070464.00
NEH-699:BMW 5 Series:14853182.00
NEF-169:Bus Escolar:9935315.00
JNP-595:Caprice Classic:8341057.00
JFJ-596:Ford Mustang 65:8563714.00
WQE-851:Toyota Landcruiser:14989223.00
JFH-017:Chevy Pickup:11679386.00
HHD-284:BMW 5 Series:14545721.00
RIT-691:Sedan:6250174.50
THR-346:Volvo Wagon:9264210.00
XSU-054:Volvo Wagon:11085046.00
TTA-629:Crown Victoria:13007539.00
IOO-266:Ford  Van:6508746.50
ZVS-451:Ford  Van:7413424.00
WBL-350:Plymouth Cuda:6706978.50
VFW-016:Chevy Pickup:14753454.00
FNU-829:BMW 5 Series:7804645.00
UAQ-318:Mazda Miata:12065155.00
YEK-425:Mazda Miata:12295142.00
TPC-920:Ford Mustang 65:9689439.00
QHJ-826:Mazda Miata:5604040.50
RSI-860:Chevy Pickup:13160965.00
FFZ-477:Chevy Pickup:9845478.00
IPM-569:Ford pickup F100:5926980.50
FMD-412:Volvo Wagon:9839804.00
XVP-583:Mazda Miata:5616183.00
PBM-379:Camión Ford 350:13866542.00
OJS-238:Range Rover:10329882.00
HRA-485:Volvo Wagon:6810717.50
ITI-114:Chevy Van:6999519.50
MRD-260:BMW 5 Series:8683893.00
KCK-789:BMW 5 Series:7744154.00
QHO-577:Camión Ford 350:8462194.00
NRH-604:Range Rover:9455778.00
DOV-751:Mitsubish Eclipse:14536723.00
GJS-139:Crown Victoria:8188861.50
GXM-068:Camión Ford 350:6752148.50
NLV-592:Toyota Landcruiser:6494145.50
WYV-417:Ford  Van:9208148.00
DDO-408:Jeep Cherokee:8996138.00
TWK-365:BMW 5 Series:10362721.00
BJU-969:Ford Mustang 65:5108125.50
WVY-063:Chevy Van:9095740.00
MYG-586:Range Rover:14108268.00
MIY-194:Mitsubish Eclipse:8604439.00
WDX-409:Crown Victoria:14815710.00
TXY-323:Chevy Van:6627118.00
IKH-101:Chevy Pickup:12104750.00
NRS-410:Mazda Miata:9037312.00
FIN-224:Mazda Miata:7034816.00
KEK-655:Sedan:8802666.00
YRZ-987:Jeep Cherokee:10095706.00
JFV-522:Ford Mustang 65:10442889.00
NBT-759:Crown Victoria:12893390.00
CEP-679:Caprice Classic:9878678.00
QMS-412:Range Rover:13579596.00
KRC-686:Ford  Van:6730311.50
RXF-289:Mitsubish Eclipse:6748231.00
EUP-970:Ford  Van:11426154.00
OIW-757:Mitsubish Eclipse:8088172.50
KKR-208:Chevy Van:12113357.00
TXY-581:Toyota Landcruiser:10498295.00
XDZ-626:Chevy Van:5529614.50
ZYN-568:Toyota Landcruiser:9955035.00
FEJ-290:Chevy Van:14865469.00
ZYI-808:Mitsubish Eclipse:14593298.00
AYQ-266:Range Rover:5064365.50
QNC-336:Range Rover:8881304.00
TTV-788:Sedan:10022083.00
TVT-877:Chevy Van:13223918.00
RMZ-219:Volvo Wagon:13431499.00
NYC-854:Ford pickup F100:9464997.00
GHC-015:Sedan:14499199.00
LSS-135:Toyota Landcruiser:14112722.00
AXI-181:Ford  Van:14418370.00
CAH-657:Chevy Van:14996823.00
ACV-167:Toyota Landcruiser:5072172.50
MSG-821:Plymouth Cuda:14366835.00
BGL-943:Chevy Pickup:8904999.00
KRF-942:Ford  Van:11470503.00
HMO-925:Chevy Van:5635869.00
HIQ-545:Range Rover:13416289.00
VHN-269:Mazda Miata:12811267.00
PZY-015:Ford Mustang 65:9621337.00
CAL-365:Crown Victoria:6228210.00
VTM-333:BMW 5 Series:13830699.00
PKL-232:Crown Victoria:7814559.00
FFZ-384:Crown Victoria:13724755.00
LIG-083:Bus Escolar:14835121.00
DMZ-478:Ford  Van:11741063.00
HCQ-639:Chevy Pickup:10573907.00
DNX-997:Ford  Van:13548828.00
CCM-944:Bus Escolar:10771888.00
YOD-748:Caprice Classic:6166812.00
XTH-268:Volvo Wagon:12484675.00
JRT-346:Chevy Pickup:12446525.00
SFL-260:Bus Escolar:13544405.00
PZJ-974:Caprice Classic:11835049.00
FZY-886:Plymouth Cuda:11662571.00
JKO-703:Chevy Van:8157980.50
NUY-288:Jeep Cherokee:13455834.00
UFJ-560:Sedan:8084425.50
BGT-894:Ford pickup F100:6171278.00
VRC-893:Chevy Pickup:10984315.00
EOS-935:Camión Ford 350:8502452.00
TTT-470:Sedan:8130285.50
IBT-248:Ford pickup F100:10557635.00
NQE-507:BMW 5 Series:5134942.00
ITE-635:Toyota Landcruiser:13456726.00
GPN-068:Mitsubish Eclipse:13839260.00
XQG-347:Mazda Miata:11867599.00
LWN-465:Mitsubish Eclipse:11488851.00
HUQ-534:Chevy Pickup:11635309.00
CEP-794:Sedan:12372999.00
CZG-579:BMW 5 Series:10899348.00
UCR-463:Crown Victoria:8937797.00
DBN-451:Bus Escolar:14763916.00
JOJ-301:Camión Ford 350:7366647.00
CMR-842:Plymouth Cuda:5848574.00
KTR-000:BMW 5 Series:14757885.00
CMQ-666:Mazda Miata:7521770.00
EQJ-176:Sedan:7967000.00
CZS-527:Bus Escolar:12770873.00
OLS-656:Bus Escolar:13214951.00
ELG-804:BMW 5 Series:13668295.00
DGK-886:Mitsubish Eclipse:12065165.00
RKN-922:Chevy Van:10887042.00
THJ-292:Camión Ford 350:13683808.00
RDY-768:Chevy Van:14260146.00
BIP-903:Caprice Classic:14088312.00
TLQ-972:Ford Mustang 65:12072073.00
NCS-425:Mitsubish Eclipse:10863715.00
SOR-335:Ford  Van:5533747.50
XRJ-992:Chevy Van:11427174.00
SHR-453:Mazda Miata:13777820.00
MPM-710:Sedan:12207774.00
QJE-992:Crown Victoria:9271444.00
XUV-804:Volvo Wagon:11030141.00
THF-260:Camión Ford 350:8020462.50
RUX-886:Chevy Pickup:11941997.00
ZWN-909:Mitsubish Eclipse:13558511.00
SRW-814:Crown Victoria:10854429.00
TUE-384:Chevy Pickup:10110266.00
HKJ-100:Mazda Miata:11849251.00
XEZ-018:Sedan:14937876.00
NWR-632:Toyota Landcruiser:10756877.00
ATL-829:Chevy Pickup:9205645.00
JUS-383:Chevy Van:8698177.00
OIU-617:Caprice Classic:10516343.00
QFI-949:Ford Mustang 65:14972198.00
RLJ-947:Chevy Van:9455606.00
PDD-454:Toyota Landcruiser:6733228.50
VYV-073:Ford pickup F100:11757699.00
OAG-092:Range Rover:10071065.00
SWN-169:Plymouth Cuda:13748939.00
CAR-658:Jeep Cherokee:12505259.00
UOI-490:Ford Mustang 65:13199484.00
ACN-930:Toyota Landcruiser:10602246.00
XBE-500:Camión Ford 350:13352671.00
BNU-535:Camión Ford 350:13978268.00
CGQ-024:Ford pickup F100:10050687.00
NAG-808:Mitsubish Eclipse:14371975.00
XCN-913:BMW 5 Series:5733407.50
WWT-236:Ford Mustang 65:8453255.00
XZM-140:Crown Victoria:9646146.00
ASV-057:Ford Mustang 65:5144554.00
WOJ-094:Volvo Wagon:7222532.00
HZZ-663:Chevy Pickup:6754572.00
IRS-761:Caprice Classic:11633781.00
XMT-427:Toyota Landcruiser:13835743.00
IGD-273:Mazda Miata:5075431.50
IAS-938:Bus Escolar:10011716.00
OFJ-230:Plymouth Cuda:14164797.00
NRS-745:Chevy Van:13726838.00
VAZ-539:Caprice Classic:10620637.00
ZHQ-311:Caprice Classic:14937059.00
JJY-748:Crown Victoria:14695298.00
NRR-925:Toyota Landcruiser:12302659.00
OSQ-971:Caprice Classic:10931168.00
LGB-630:Chevy Van:8249748.50
KGL-814:Bus Escolar:12461444.00
CLP-393:Range Rover:9056131.00
BAM-720:Caprice Classic:9805153.00
HNH-656:Mazda Miata:9276979.00
XWV-925:Jeep Cherokee:11285692.00
AGS-051:Bus Escolar:10626894.00
DAJ-318:Ford  Van:5496016.50
KJC-995:Sedan:14851810.00
KUW-734:Jeep Cherokee:5768390.00
SUJ-289:Mazda Miata:13967070.00
ZHK-014:Chevy Pickup:9919696.00
UPN-715:Chevy Pickup:11266204.00
IMG-693:Caprice Classic:5711694.50
CLZ-938:Jeep Cherokee:14970173.00
DKL-289:Bus Escolar:13268707.00
OJJ-680:BMW 5 Series:6963806.00
MLW-479:Volvo Wagon:6385137.50
KCU-797:Toyota Landcruiser:6654012.00
EQJ-052:Toyota Landcruiser:11228571.00
OAT-409:Chevy Pickup:11197461.00
KNY-140:Sedan:14549217.00
FTQ-158:Chevy Van:7560368.00
LQT-983:Ford  Van:5988749.00
JWV-384:BMW 5 Series:13768629.00
ZVJ-493:Camión Ford 350:7750710.50
BYH-675:BMW 5 Series:8295097.00
EBE-042:Volvo Wagon:9379547.00
DHE-970:Caprice Classic:6860660.00
WND-883:Sedan:14368066.00
IFM-078:Mitsubish Eclipse:7521239.00
WLZ-374:Sedan:5939851.00
SGV-420:BMW 5 Series:6409103.50
OGZ-369:Mitsubish Eclipse:7610669.50
DTB-953:Ford Mustang 65:13540502.00
TVT-428:Crown Victoria:8008434.50
CDJ-415:Caprice Classic:10690427.00
UOB-443:Range Rover:9265707.00
BMM-673:Chevy Pickup:5722555.50
EVZ-462:Volvo Wagon:8717744.00
KTE-527:Toyota Landcruiser:6979168.50
HGM-759:Range Rover:8469388.00
KVF-112:Jeep Cherokee:12184806.00
DRU-891:Jeep Cherokee:10958250.00
YUX-150:Sedan:7521286.00
ITP-869:Toyota Landcruiser:9807035.00
USH-909:Camión Ford 350:8511294.00
RDY-635:Plymouth Cuda:5140631.00
IXL-896:Ford pickup F100:12055956.00
LHF-126:Mazda Miata:7042050.00
JMA-343:Camión Ford 350:10172883.00
NLV-898:Ford pickup F100:5932987.00
TNE-728:Caprice Classic:5418406.50
EGU-499:Ford pickup F100:9773299.00
MNR-982:Ford  Van:6160725.50
RYG-673:Ford Mustang 65:14583887.00
WDF-102:BMW 5 Series:12783069.00
MOP-450:Mazda Miata:12129168.00
PKA-461:Plymouth Cuda:13670667.00
BCY-848:Ford pickup F100:7961484.50
ANL-072:Plymouth Cuda:6912243.50
UUR-383:Ford Mustang 65:9125795.00
UKY-358:Range Rover:11596105.00
YPK-346:Ford Mustang 65:12254173.00
FEM-936:Camión Ford 350:7059805.00
MWN-329:Mazda Miata:13743580.00
JVK-960:Range Rover:9935573.00
QXZ-157:Volvo Wagon:10877787.00
WCT-279:Plymouth Cuda:9137332.00
VYQ-085:Plymouth Cuda:5606277.00
ILD-946:Camión Ford 350:10855150.00
NOG-128:Camión Ford 350:14191612.00
XRK-668:Ford Mustang 65:14290988.00
TON-605:Ford  Van:13658493.00
AAL-560:Camión Ford 350:11613179.00
PXH-872:Bus Escolar:5004590.50
WKI-512:Mitsubish Eclipse:14829850.00
VNO-804:Toyota Landcruiser:8270137.50
LTQ-072:Jeep Cherokee:7460294.00
FNF-972:Bus Escolar:10629501.00
PWD-711:Crown Victoria:12419730.00
QIV-771:BMW 5 Series:13197903.00
XLH-675:Mitsubish Eclipse:5179651.00
BFW-744:Mazda Miata:9186918.00
IOV-465:Ford pickup F100:8500145.00
WEA-638:BMW 5 Series:13268610.00
HCW-068:Caprice Classic:5193303.00
DXM-538:Bus Escolar:10790807.00
LKC-194:Sedan:9601202.00
PMM-933:Bus Escolar:6279829.50
KAS-087:Mazda Miata:12113268.00
QEO-901:Chevy Pickup:11472195.00
OTQ-511:Volvo Wagon:8849537.00
PWS-928:Bus Escolar:10908537.00
WHR-703:Caprice Classic:12601857.00
OIQ-642:Mazda Miata:6231708.50
BUN-289:Ford Mustang 65:5270675.50
UTL-950:Ford Mustang 65:11203792.00
IHF-369:BMW 5 Series:5254112.00
HRV-799:Mazda Miata:12489549.00
SHG-522:Mazda Miata:5822390.50
ANA-656:Sedan:5544844.50
XGF-522:Ford Mustang 65:12589980.00
XOF-859:BMW 5 Series:13931498.00
GDV-438:Ford  Van:9574514.00
KLA-900:Mitsubish Eclipse:12939350.00
IAO-523:Camión Ford 350:14987373.00
WFA-319:Ford  Van:11094642.00
BLW-433:Chevy Van:13643016.00
UWR-894:Plymouth Cuda:13738693.00
MKU-777:Range Rover:13660288.00
AXZ-186:Sedan:11146661.00
AMI-382:Bus Escolar:5898373.50
CTN-023:Caprice Classic:8121566.00
VCL-592:Crown Victoria:6434591.00
EDC-077:Chevy Van:14011304.00
FGD-042:Chevy Pickup:11749229.00
ZFO-258:Ford  Van:14251308.00
ZJY-860:Sedan:12963198.00
FXW-967:Volvo Wagon:12242568.00
ZWW-405:Mazda Miata:14630828.00
SNG-341:Ford  Van:12025114.00
NQH-170:Crown Victoria:5033687.00
ZWX-566:Range Rover:8839022.00
MGA-579:Ford Mustang 65:10601110.00
NVU-994:Chevy Pickup:8288192.00
DPR-866:Bus Escolar:12823688.00
ORG-126:Chevy Van:12462223.00
WUH-678:Ford pickup F100:5927115.50
QWG-635:Ford Mustang 65:6559710.50
EVI-851:Toyota Landcruiser:10219486.00
UTF-039:Plymouth Cuda:13408082.00
TDV-599:Range Rover:13209978.00
VBG-164:Volvo Wagon:11611810.00
GZQ-711:Crown Victoria:13549012.00
YCZ-308:Volvo Wagon:10292339.00
YJI-931:Camión Ford 350:10191858.00
FUH-819:Ford  Van:10971552.00
YGF-040:Jeep Cherokee:14574821.00
DYQ-171:Chevy Van:14842816.00
OHQ-841:Bus Escolar:14625152.00
XGL-010:Camión Ford 350:10216764.00
HSE-771:Crown Victoria:5554230.00
CSC-880:Ford  Van:10911366.00
KFH-832:Ford pickup F100:9814663.00
MYK-699:Plymouth Cuda:13177405.00
QAZ-410:Plymouth Cuda:8504960.00
TMD-657:Mitsubish Eclipse:5411057.50
YIU-352:Mazda Miata:10999272.00
FZS-195:Chevy Pickup:9493724.00
OLZ-743:BMW 5 Series:14546936.00
UBU-378:Caprice Classic:7990420.50
ECA-736:Range Rover:12637166.00
PMU-502:Range Rover:5575756.50
QAH-132:Camión Ford 350:7905793.50
ICM-097:Toyota Landcruiser:13011677.00
WVV-245:Mazda Miata:13501762.00
BQN-185:Ford Mustang 65:11905496.00
QZP-928:Chevy Pickup:6227082.00
ZPQ-934:Plymouth Cuda:5144812.00
GVN-643:Ford Mustang 65:12065813.00
AGP-882:Ford Mustang 65:8450546.00
GYL-485:Volvo Wagon:5388832.00
ERS-517:Jeep Cherokee:13371281.00
OJB-977:Chevy Van:9660747.00
ABP-839:Range Rover:8152261.00
XTC-731:Chevy Pickup:10252716.00
UGC-999:Range Rover:8070844.50
HJN-010:Camión Ford 350:12883695.00
BKZ-332:Plymouth Cuda:14891615.00
BCY-324:Mazda Miata:14119853.00
SZY-792:BMW 5 Series:7677412.50
PUG-780:Sedan:13719283.00
KWG-712:BMW 5 Series:14898564.00
IYP-545:Camión Ford 350:10434597.00
NMW-471:Jeep Cherokee:11254785.00
YWC-789:Ford pickup F100:11090587.00
UWB-910:Ford Mustang 65:6720377.50
ZUZ-335:Volvo Wagon:10421401.00
AKG-758:Ford Mustang 65:5853221.50
TEE-617:Crown Victoria:14063172.00
RYW-790:Mitsubish Eclipse:7458801.00
VFJ-179:Chevy Van:14693587.00
IFN-805:Sedan:7833634.50
TML-823:Crown Victoria:13038019.00
IRT-379:Range Rover:7774117.00
FQS-956:Sedan:12424508.00
XGS-089:Bus Escolar:13479236.00
MHM-763:Mitsubish Eclipse:11809267.00
ZKH-745:Bus Escolar:8012523.50
FAP-773:Bus Escolar:11316025.00
PIQ-434:Volvo Wagon:5585918.00
UON-482:Sedan:9021913.00
QRO-028:Ford  Van:11491929.00
XGE-658:Camión Ford 350:7296863.50
DWP-436:Camión Ford 350:7602226.50
FUO-099:Bus Escolar:14179851.00
QMR-833:Plymouth Cuda:7785648.00
OLW-120:Ford  Van:7781914.50
YWW-351:Chevy Van:9364637.00
XAV-997:Bus Escolar:10344570.00
GEM-547:Mazda Miata:13443694.00
FSE-474:Chevy Van:13726877.00
ITA-884:Volvo Wagon:11172954.00
MLR-422:Ford  Van:5869935.50
KPB-938:Range Rover:14464959.00
PCB-359:Sedan:5933586.00
RDS-553:Toyota Landcruiser:8012375.00
UZN-926:Bus Escolar:9243551.00
FMN-534:Crown Victoria:6176117.00
PEH-103:Chevy Van:14715853.00
NRG-105:Volvo Wagon:6781969.50
OST-731:Chevy Pickup:8959257.00
QYC-941:Mitsubish Eclipse:14244591.00
JFD-450:Toyota Landcruiser:6809600.50
ULF-703:Range Rover:10595712.00
CII-457:Camión Ford 350:14599775.00
RAE-020:Range Rover:5678040.50
HEA-822:Mazda Miata:5000868.00
RFV-653:Caprice Classic:7232735.50
SOD-220:Crown Victoria:8859578.00
DOZ-360:Crown Victoria:14473180.00
GZV-518:Sedan:10794869.00
BKN-677:Ford Mustang 65:8308794.00
HLS-551:Bus Escolar:9958622.00
QMA-259:Volvo Wagon:7228765.50
YBJ-189:Crown Victoria:14923356.00
INO-128:Chevy Pickup:11154258.00
JIC-846:Toyota Landcruiser:10491569.00
COJ-655:Ford Mustang 65:9763339.00
QVP-576:Toyota Landcruiser:9650853.00
CAF-398:Plymouth Cuda:14000259.00
DAE-567:Caprice Classic:11738317.00
HBJ-868:Ford pickup F100:7754726.00
RXV-442:Range Rover:10009214.00
ISZ-258:Caprice Classic:10247695.00
WRG-439:Caprice Classic:6756696.50
ZNM-637:Mazda Miata:14241530.00
QTL-109:Jeep Cherokee:12319127.00
RSQ-151:Ford  Van:13641032.00
VDX-200:Mazda Miata:14182010.00
PKR-916:Volvo Wagon:5233796.00
JMY-446:Toyota Landcruiser:12977916.00
JLH-951:Ford  Van:8286650.00
HFR-325:Crown Victoria:8963559.00
ZCX-169:Mazda Miata:14347319.00
KWM-852:Sedan:14200217.00
SFU-231:Bus Escolar:12072040.00
IJZ-693:Mitsubish Eclipse:10262687.00
LKC-130:Caprice Classic:6792515.50
XQO-494:Range Rover:7743231.00
RBX-015:Ford Mustang 65:11355323.00
ZPC-996:Ford  Van:13906327.00
BZN-307:Crown Victoria:5850190.50
JQH-205:Chevy Van:13819100.00
QTT-733:Ford pickup F100:7628448.50
ZJG-991:Mazda Miata:8722071.00
DXK-164:Mitsubish Eclipse:5556620.00
DJG-291:Range Rover:14501138.00
XSJ-216:Toyota Landcruiser:11049405.00
ZWB-904:BMW 5 Series:5169234.00
JKI-993:Mazda Miata:14662622.00
TGG-631:Ford pickup F100:7630572.00
XQO-921:Plymouth Cuda:5995651.00
BEF-062:Mitsubish Eclipse:7490998.00
QOY-598:Caprice Classic:10922327.00
DVK-506:Crown Victoria:13052264.00
HJX-559:Range Rover:12406165.00
EYR-719:Volvo Wagon:12178783.00
NQJ-459:Bus Escolar:6603400.50
UOE-819:Ford Mustang 65:12058251.00
JPZ-957:Chevy Van:10150091.00
RFN-812:Bus Escolar:11638044.00
XBC-402:Volvo Wagon:5947159.50
UGQ-023:Range Rover:9711326.00
YLN-510:Sedan:7929046.00
FVS-303:Mitsubish Eclipse:14885258.00
KCK-434:Camión Ford 350:7384490.00
TWD-916:Camión Ford 350:10980673.00
BCR-219:Jeep Cherokee:5943907.50
TUS-817:Chevy Pickup:12892256.00
UEZ-162:Ford  Van:7752316.50
BKK-209:Toyota Landcruiser:8818390.00
CAJ-294:Chevy Van:11172025.00
FIP-303:Sedan:14172864.00
OWZ-202:Camión Ford 350:11058832.00
RAK-797:Toyota Landcruiser:13066698.00
VDJ-859:Volvo Wagon:10703360.00
IEF-351:Toyota Landcruiser:7087584.00
ZEH-048:Camión Ford 350:7389992.50
XQV-846:Ford pickup F100:14973691.00
UJC-336:Bus Escolar:6975697.50
VKZ-352:Ford Mustang 65:9403128.00
KSP-868:Chevy Pickup:14533314.00
MUK-944:BMW 5 Series:7020884.50
THO-097:Volvo Wagon:12108203.00
DSE-695:Ford pickup F100:6488614.50
ISD-950:Mazda Miata:9520284.00
WWY-221:Mazda Miata:9632723.00
LAC-478:Crown Victoria:7095537.00
NJP-497:Ford pickup F100:12286331.00
MWF-096:Sedan:5316264.00
NZD-715:Range Rover:13015219.00
PXZ-361:BMW 5 Series:8283043.50
OXQ-563:Camión Ford 350:12820344.00
FAD-161:BMW 5 Series:5367133.50
DEZ-277:Jeep Cherokee:13021214.00
RUT-390:Ford Mustang 65:10765887.00
ZFZ-657:Chevy Van:12556724.00
UXZ-400:BMW 5 Series:11528200.00
EQL-942:Camión Ford 350:7496419.00
AZM-900:Mazda Miata:9429794.00
GLR-824:Mitsubish Eclipse:10936269.00
IOL-350:Chevy Van:10538260.00
TZQ-128:BMW 5 Series:7894729.50
WUE-986:Camión Ford 350:14769847.00
BRY-205:Ford  Van:7474053.50
CRU-673:Chevy Pickup:8909823.00
IAS-599:Chevy Van:12536149.00
TXS-656:Range Rover:12392272.00
IRV-420:Ford pickup F100:13670507.00
TRZ-503:Jeep Cherokee:5649625.50
JTX-276:Chevy Pickup:5544736.00
OTD-048:Volvo Wagon:11393273.00
OLF-750:Plymouth Cuda:5682353.00
TAV-738:Chevy Van:6231654.50
QAB-361:BMW 5 Series:14068428.00
WBH-399:Ford Mustang 65:5894678.00
KIG-943:BMW 5 Series:6843340.00
IZY-780:Chevy Pickup:10018547.00
COX-768:Chevy Pickup:14595325.00
WGV-719:Range Rover:7521598.00
FMN-686:Camión Ford 350:13069528.00
RTW-583:Crown Victoria:5712695.00
YZQ-575:Bus Escolar:6054758.50
WYK-086:Toyota Landcruiser:11369763.00
EDS-985:Chevy Pickup:6046284.50
HZB-031:Ford pickup F100:14776718.00
CPW-829:Mazda Miata:10330114.00
XYC-767:Chevy Van:13313341.00
WOT-708:Jeep Cherokee:7091864.00
VHK-143:Chevy Pickup:9713623.00
AJK-239:Plymouth Cuda:7686702.00
XJZ-518:Mitsubish Eclipse:7832527.50
JAR-488:Caprice Classic:12781838.00
EFW-553:Range Rover:6000389.50
RNV-040:Jeep Cherokee:7496624.50
LGW-501:Ford Mustang 65:10599597.00
EGX-016:Ford pickup F100:12020428.00
WOX-480:Range Rover:5738403.50
NXP-998:Ford Mustang 65:8270902.00
CEA-135:Ford Mustang 65:11066009.00
VMN-912:Mazda Miata:8018122.00
UFM-625:Chevy Van:7561454.00
MVS-460:Chevy Van:14011785.00
FXX-555:Ford pickup F100:5420648.00
AOI-176:Range Rover:7191317.00
VSG-024:Chevy Van:12530322.00
ILF-041:Caprice Classic:12760948.00
ASG-522:Plymouth Cuda:13613259.00
WEL-676:Range Rover:6803894.50
JKQ-693:Plymouth Cuda:9114154.00
VQG-370:Chevy Van:5154039.00
SGH-951:Ford  Van:6969644.00
IQA-122:Bus Escolar:12060880.00
QIH-577:Chevy Pickup:12717072.00
IAW-008:Volvo Wagon:13265263.00
DDT-629:Range Rover:5878679.00
OCS-834:Crown Victoria:10006389.00
TUL-452:Sedan:14979130.00
GWX-377:Sedan:6182826.50
WWO-186:Jeep Cherokee:12342133.00
TLG-087:Range Rover:14979358.00
OLB-060:Crown Victoria:14149583.00
XVG-653:Ford  Van:10094811.00
GBP-073:Ford Mustang 65:9414328.00
TRO-645:Mitsubish Eclipse:6920094.50
AGA-629:BMW 5 Series:11225711.00
UWV-323:Chevy Pickup:12944916.00
KJO-160:Ford  Van:11053567.00
REB-172:Caprice Classic:5651143.50
MCK-700:Volvo Wagon:14285070.00
XTD-109:Ford Mustang 65:11729086.00
IGP-021:Crown Victoria:9505869.00
JMA-070:BMW 5 Series:12787174.00
EEY-228:Toyota Landcruiser:5071084.50
QEH-619:Ford  Van:6543808.50
ETL-498:Ford pickup F100:8441345.00
JJJ-141:Bus Escolar:8038733.00
IGV-518:Chevy Van:11201433.00
AXL-185:Mazda Miata:10414484.00
IZL-287:Plymouth Cuda:10535502.00
EXJ-606:Jeep Cherokee:7599567.50
XCW-094:Mitsubish Eclipse:12739515.00
JFC-276:Camión Ford 350:7423562.50
PSK-449:Bus Escolar:12039897.00
WBH-875:Range Rover:7266724.50
QCQ-554:Crown Victoria:10597190.00
PQD-423:Sedan:10361408.00
BYI-580:Chevy Van:7103845.50
CMP-708:Bus Escolar:8902259.00
XAG-448:Mazda Miata:8967683.00
LNL-799:Mitsubish Eclipse:10787945.00
XXO-797:Mazda Miata:10147418.00
GDV-292:Sedan:14093818.00
FDJ-697:Ford  Van:11949484.00
HDC-116:Mazda Miata:6917064.50
PTV-553:Chevy Van:10711312.00
MKA-459:Volvo Wagon:8107019.00
BRM-041:Caprice Classic:9287735.00
IOX-420:Volvo Wagon:9904840.00
VIJ-369:Camión Ford 350:5830702.00
ICP-908:Toyota Landcruiser:12414044.00
OFD-935:Caprice Classic:11436482.00
CND-366:Ford  Van:6491946.00
YNT-648:Volvo Wagon:12847791.00
YJS-924:Volvo Wagon:5460275.50
REU-074:Volvo Wagon:12554227.00
YXD-552:Ford Mustang 65:14801276.00
UTD-259:Chevy Pickup:5542220.50
HUM-525:Crown Victoria:8592394.00
RDY-357:Ford Mustang 65:7051180.50
PIB-160:Ford  Van:11345361.00
TTR-367:Mitsubish Eclipse:13588861.00
MIM-788:Chevy Pickup:11131867.00
ZOX-521:Sedan:5380146.50
LCA-016:Sedan:9707292.00
LDF-180:Jeep Cherokee:5566271.00
KOB-246:Ford  Van:12774268.00
GSY-589:Ford pickup F100:9074900.00
BLJ-118:Chevy Pickup:5702548.50
YHQ-836:Volvo Wagon:6574336.50
GFB-688:Camión Ford 350:5589133.50
NAR-390:Toyota Landcruiser:11349352.00
MZG-583:Chevy Van:6262374.00
QTO-047:Caprice Classic:12978492.00
YWI-863:BMW 5 Series:14716446.00
KQO-361:BMW 5 Series:9477031.00
ESU-909:Bus Escolar:12385184.00
RIQ-104:Mitsubish Eclipse:12834027.00
HDV-957:Crown Victoria:6668718.00
KSH-197:Toyota Landcruiser:7897737.00
LBC-498:Bus Escolar:5820604.50
DST-115:Ford  Van:6436393.50
RZJ-175:BMW 5 Series:5698055.50
HJH-115:Chevy Pickup:7984030.00
QJZ-610:Ford pickup F100:7767246.00
UAM-956:Plymouth Cuda:8502825.00
PTK-324:Range Rover:10138782.00
VUT-930:Mitsubish Eclipse:9647321.00
LLP-658:Ford pickup F100:14590831.00
XLF-405:Caprice Classic:12259568.00
IDA-555:Ford  Van:6562304.50
IXJ-698:Ford  Van:11481846.00
GGB-710:Toyota Landcruiser:5851603.00
LIO-582:BMW 5 Series:6989603.50
KFU-979:Toyota Landcruiser:9101619.00
WTS-853:Volvo Wagon:7533171.50
QHQ-727:Chevy Van:13330407.00
AKH-964:Toyota Landcruiser:6131688.00
RXB-484:Chevy Van:10024411.00
FGP-768:Plymouth Cuda:11266414.00
DGA-498:Mitsubish Eclipse:6812269.00
GLW-999:Bus Escolar:14673331.00
XAB-745:Caprice Classic:10103371.00
UCN-391:Toyota Landcruiser:11408027.00
JRN-356:Chevy Van:7790991.50
DDR-016:Mazda Miata:11901522.00
QTU-122:Toyota Landcruiser:13528217.00
KJM-341:Sedan:9179475.00
UYF-264:Volvo Wagon:5367468.00
QRW-735:Mitsubish Eclipse:12611030.00
